publisher_name,id,message,severity,category,count,spend_category,spend_category_year,Publisher
oxford,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,1,> 10M & <= 100M,2021,The University of Oxford
oxsol,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,7,> 1M & <= 10M,2020,Oxfam Solidarité-Solidariteit
oyw,1.1.21,The activity identifier should begin with your IATI organisation identifier (either the current IATI Organisation identifier for the reporting organisation or a previous version included in other-identifier element) followed by a unique string for the activity separated by a hyphen,warning,identifiers,3,<=1M,2019,One Young World
oyw,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,1,<=1M,2019,One Young World
oyw,7.5.3,Budget Period must not be longer than one year.,error,financial,1,<=1M,2019,One Young World
p-t-f-,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,1,<=1M,2020,Programming Their Future
p-t-f-,8.8.1,"The baseline must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,9,<=1M,2020,Programming Their Future
p-t-f-,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,<=1M,2020,Programming Their Future
p-t-f-,8.10.1,"The actual must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,8,<=1M,2020,Programming Their Future
p-t-f-,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,3,<=1M,2020,Programming Their Future
pa,1.10.13,"The provider organisation identifier must not contain any of the symbols /, &, | or ?.",warning,financial,75,No spend data for 2019-2021,,Practical Action
pa,1.4.1,The provider-org activity identifier should not start or end with spaces or newlines.,warning,financial,2611,No spend data for 2019-2021,,Practical Action
pa,1.8.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,participating,1,No spend data for 2019-2021,,Practical Action
pa,0.3.1,"Element 'activity-date', attribute 'iso-date': '' is not a valid value of the atomic type 'xs:date'.
",critical,schema,55,No spend data for 2019-2021,,Practical Action
pa,11.1.4,The actual start date of the activity must not be in the future.,error,iati,1,No spend data for 2019-2021,,Practical Action
pa,3.1.2,"Percentage values for recipient countries, must add up to 100%.",error,geo,5,No spend data for 2019-2021,,Practical Action
pa,3.1.4,"When a single recipient country is declared, the percentage must either be omitted, or set to 100.",error,geo,6,No spend data for 2019-2021,,Practical Action
pa,11.1.3,The actual start date of the activity must be before the actual end date.,error,iati,1,No spend data for 2019-2021,,Practical Action
pa,9.42.1,The organisation type is invalid.,error,participating,724,No spend data for 2019-2021,,Practical Action
pa,9.76.1,The OECD DAC sector is invalid.,error,classifications,13,No spend data for 2019-2021,,Practical Action
pa,9.28.1,The document category code is invalid.,error,documents,3,No spend data for 2019-2021,,Practical Action
pacam,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,1,<=1M,2020,Palliative Care Association of Malawi
pacam,6.9.2,The receiver organisation must have an organisation identifier or a narrative.,error,financial,1,<=1M,2020,Palliative Care Association of Malawi
pacja,1.15.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,financial,1,No spend data for 2019-2021,,Pan African Climate Justice Alliance
pacja,1.3.13,"The iati-identifier must not contain any of the symbols /, &, | or ?.",warning,identifiers,1,No spend data for 2019-2021,,Pan African Climate Justice Alliance
pacja,1.8.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,participating,2,No spend data for 2019-2021,,Pan African Climate Justice Alliance
pacja,1.14.13,"The reporting-org identifier must not contain any of the symbols /, &, | or ?.",warning,identifiers,1,No spend data for 2019-2021,,Pan African Climate Justice Alliance
pacja,4.4.1,The description must contain narrative content.,error,information,1,No spend data for 2019-2021,,Pan African Climate Justice Alliance
pact,0.3.1,"Element '{http://iatiregistry.org/ns/record#}registry-record': This element is not expected. Expected is ( iati-activity ).
",critical,schema,1,No spend data for 2019-2021,,Pact
pact,1.1.2,The activity identifier must be unique for each activity.,error,identifiers,1,No spend data for 2019-2021,,Pact
pact,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,80,No spend data for 2019-2021,,Pact
pact,6.11.1,The activity must have a planned start date or an actual start date.,error,information,80,No spend data for 2019-2021,,Pact
pact,7.5.3,Budget Period must not be longer than one year.,error,financial,69,No spend data for 2019-2021,,Pact
pact,9.3.1,The default currency code is invalid.,error,financial,93,No spend data for 2019-2021,,Pact
pact,4.3.1,The title must contain narrative content.,error,information,81,No spend data for 2019-2021,,Pact
pact,9.41.1,The organisation role is invalid.,error,participating,80,No spend data for 2019-2021,,Pact
pact,9.78.1,The sector vocabulary is invalid.,error,classifications,80,No spend data for 2019-2021,,Pact
pact,9.4.1,The activity date type is invalid.,error,information,160,No spend data for 2019-2021,,Pact
palladium,1.1.21,The activity identifier should begin with your IATI organisation identifier (either the current IATI Organisation identifier for the reporting organisation or a previous version included in other-identifier element) followed by a unique string for the activity separated by a hyphen,warning,identifiers,26,> 10M & <= 100M,2020,Palladium International Ltd (UK)
palladium,1.15.1,The receiver-org identifier should not start or end with spaces or newlines.,warning,financial,8,> 10M & <= 100M,2020,Palladium International Ltd (UK)
palladium,1.15.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,financial,1,> 10M & <= 100M,2020,Palladium International Ltd (UK)
palladium,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,1,> 10M & <= 100M,2020,Palladium International Ltd (UK)
palladium,6.9.1,The provider organisation must have an organisation identifier or a narrative.,error,financial,4,> 10M & <= 100M,2020,Palladium International Ltd (UK)
palladium,6.9.2,The receiver organisation must have an organisation identifier or a narrative.,error,financial,3,> 10M & <= 100M,2020,Palladium International Ltd (UK)
palladium,1.4.1,The provider-org activity identifier should not start or end with spaces or newlines.,warning,financial,6,> 10M & <= 100M,2020,Palladium International Ltd (UK)
palladium,7.5.3,Budget Period must not be longer than one year.,error,financial,3,> 10M & <= 100M,2020,Palladium International Ltd (UK)
palladium_eur,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,5,> 10M & <= 100M,2020,Palladium Europe
partos_nl,7.5.3,Budget Period must not be longer than one year.,error,financial,1,> 1M & <= 10M,2019,partos
pasgr,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,1,> 1M & <= 10M,2019,Partnership for African Social & Governance Research (PASGR)
pathfinder1,8.10.1,"The actual must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,54,> 1M & <= 10M,2021,Pathfinder International
pathfinder1,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,6,> 1M & <= 10M,2021,Pathfinder International
pathfinder1,8.8.1,"The baseline must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,92,> 1M & <= 10M,2021,Pathfinder International
pathfinder1,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,2,> 1M & <= 10M,2021,Pathfinder International
pathfinder1,8.9.1,"The target must have a value when indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,8,> 1M & <= 10M,2021,Pathfinder International
pathfinder1,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,1,> 1M & <= 10M,2021,Pathfinder International
pathfinder1,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,2,> 1M & <= 10M,2021,Pathfinder International
pax,0.3.1,"Element 'document-date', attribute 'code': The attribute 'code' is not allowed.
",critical,schema,12,> 10M & <= 100M,2020,PAX
pax,0.3.1,"Element 'document-link': The attribute 'format' is required but missing.
",critical,schema,24,> 10M & <= 100M,2020,PAX
pax,7.5.3,Budget Period must not be longer than one year.,error,financial,56,> 10M & <= 100M,2020,PAX
pax,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,1,> 10M & <= 100M,2020,PAX
pax,8.9.1,"The target must have a value when indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,26,> 10M & <= 100M,2020,PAX
pax,1.18.8,The reporting organisation id must start with an approved agency code.,warning,identifiers,1,> 10M & <= 100M,2020,PAX
pax,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,> 10M & <= 100M,2020,PAX
pcf,1.1.21,The activity identifier should begin with your IATI organisation identifier (either the current IATI Organisation identifier for the reporting organisation or a previous version included in other-identifier element) followed by a unique string for the activity separated by a hyphen,warning,identifiers,92,No spend data for 2019-2021,,Prince Claus Fund
pcf,11.1.2,The planned start date of the activity must be before the planned end date.,error,iati,2,No spend data for 2019-2021,,Prince Claus Fund
pcf,3.7.2,Recipient country or recipient region should be declared for either the activity or for all transactions.,error,financial,7,No spend data for 2019-2021,,Prince Claus Fund
pcf,0.1.1,"Premature end of data in tag link line 18
",critical,iati,1,No spend data for 2019-2021,,Prince Claus Fund
pcf,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,88,No spend data for 2019-2021,,Prince Claus Fund
pcf,8.10.3,The actual value should be omitted for qualitative indicator measures.,warning,performance,3,No spend data for 2019-2021,,Prince Claus Fund
pcf,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,5,No spend data for 2019-2021,,Prince Claus Fund
pcf,7.5.3,Budget Period must not be longer than one year.,error,financial,32,No spend data for 2019-2021,,Prince Claus Fund
pcf,8.9.3,The target value should be omitted for qualitative measures.,warning,performance,2,No spend data for 2019-2021,,Prince Claus Fund
pcst,7.5.3,Budget Period must not be longer than one year.,error,financial,1,<=1M,2019,Palliative Care Support Trust
peacedirect,6.9.2,The receiver organisation must have an organisation identifier or a narrative.,error,financial,6,No spend data for 2019-2021,,Peace Direct
peas,0.3.1,"Element 'reporting-org': This element is not expected. Expected is ( iati-identifier ).
",critical,schema,1,No spend data for 2019-2021,,PEAS (Promoting Equality in African Schools)
peas,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,1,No spend data for 2019-2021,,PEAS (Promoting Equality in African Schools)
peas,4.3.1,The title must contain narrative content.,error,information,3,No spend data for 2019-2021,,PEAS (Promoting Equality in African Schools)
peas,4.4.1,The description must contain narrative content.,error,information,8,No spend data for 2019-2021,,PEAS (Promoting Equality in African Schools)
peas,6.10.1,The participating organisation must have an identifier or a narrative.,error,participating,3,No spend data for 2019-2021,,PEAS (Promoting Equality in African Schools)
peas,6.11.1,The activity must have a planned start date or an actual start date.,error,information,1,No spend data for 2019-2021,,PEAS (Promoting Equality in African Schools)
peas,6.9.1,The provider organisation must have an organisation identifier or a narrative.,error,financial,2,No spend data for 2019-2021,,PEAS (Promoting Equality in African Schools)
peas,6.9.2,The receiver organisation must have an organisation identifier or a narrative.,error,financial,1,No spend data for 2019-2021,,PEAS (Promoting Equality in African Schools)
peas,9.78.1,The sector vocabulary is invalid.,error,classifications,1,No spend data for 2019-2021,,PEAS (Promoting Equality in African Schools)
peas,9.93.1,The transaction type is invalid.,error,financial,2,No spend data for 2019-2021,,PEAS (Promoting Equality in African Schools)
peas,1.1.21,The activity identifier should begin with your IATI organisation identifier (either the current IATI Organisation identifier for the reporting organisation or a previous version included in other-identifier element) followed by a unique string for the activity separated by a hyphen,warning,identifiers,0,No spend data for 2019-2021,,PEAS (Promoting Equality in African Schools)
pegasys-eu,1.15.1,The receiver-org identifier should not start or end with spaces or newlines.,warning,financial,1,> 1M & <= 10M,2021,Pegasys Limited
pegasys-eu,1.4.1,The provider-org activity identifier should not start or end with spaces or newlines.,warning,financial,4,> 1M & <= 10M,2021,Pegasys Limited
pegasys-eu,1.10.1,The provider organisation identifier should not start or end with spaces or newlines.,warning,financial,1,> 1M & <= 10M,2021,Pegasys Limited
pekka_21,4.4.1,The description must contain narrative content.,error,information,3,<=1M,2021,Yayasan PEKKA
pekka_21,7.5.3,Budget Period must not be longer than one year.,error,financial,1,<=1M,2021,Yayasan PEKKA
peopleinaid,0.6.1,"Version 1.03 of the IATI Standard is no longer supported. Supported versions: 2.01, 2.02, 2.03",critical,documents,1,No spend data for 2019-2021,,People In Aid
pgi_kenya,1.1.21,The activity identifier should begin with your IATI organisation identifier (either the current IATI Organisation identifier for the reporting organisation or a previous version included in other-identifier element) followed by a unique string for the activity separated by a hyphen,warning,identifiers,1,No spend data for 2019-2021,,Pastoralist Girls Initiative
pgi_kenya,1.15.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,financial,240,No spend data for 2019-2021,,Pastoralist Girls Initiative
phase_worldwide,1.10.1,The provider organisation identifier should not start or end with spaces or newlines.,warning,financial,2,<=1M,2020,PHASE Worldwide
phase_worldwide,1.15.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,financial,3,<=1M,2020,PHASE Worldwide
phase_worldwide,1.8.1,The participating-org identifier should not start or end with spaces or newlines.,warning,participating,1,<=1M,2020,PHASE Worldwide
phase_worldwide,2.1.1,"When multiple sectors, within a vocabulary (e.g. 1 - OECD DAC) are declared, each must have a percentage.",error,classifications,1,<=1M,2020,PHASE Worldwide
phase_worldwide,1.15.1,The receiver-org identifier should not start or end with spaces or newlines.,warning,financial,4,<=1M,2020,PHASE Worldwide
phase-nepal,0.6.1,"Version 1.03 of the IATI Standard is no longer supported. Supported versions: 2.01, 2.02, 2.03",critical,documents,1,No spend data for 2019-2021,,PHASE Nepal
phe,0.6.1,"Version 1.03 of the IATI Standard is no longer supported. Supported versions: 2.01, 2.02, 2.03",critical,documents,1,No spend data for 2019-2021,,Project Harar
pib,1.4.1,The provider-org activity identifier should not start or end with spaces or newlines.,warning,financial,1,> 1M & <= 10M,2019,Plan International Belgium
pib,1.5.1,The receiver-org activity identifier should not start or end with spaces or newlines.,warning,financial,1,> 1M & <= 10M,2019,Plan International Belgium
pib,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,1,> 1M & <= 10M,2019,Plan International Belgium
pib,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,1,> 1M & <= 10M,2019,Plan International Belgium
pidg,1.17.1,The recipient organisation identifier should not start or end with spaces or newlines.,warning,organisation,11,> 100M & <= 1B,2020,Private Infrastructure Development Group
pidg,7.5.3,Budget Period must not be longer than one year.,error,financial,2,> 100M & <= 1B,2020,Private Infrastructure Development Group
pin,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,147,> 100M & <= 1B,2021,People in Need
pin,2.1.4,"When a single sector is declared, the percentage must either be omitted, or set to 100.",error,classifications,1,> 100M & <= 1B,2021,People in Need
pin,6.2.2,"Each activity must have a specified sector, either at activity level OR for all transactions.",error,classifications,248,> 100M & <= 1B,2021,People in Need
pin,6.7.2,"If sector is declared at transaction level, a sector must be declared for all transactions.",error,classifications,744,> 100M & <= 1B,2021,People in Need
pin,11.1.5,The actual end date of the activity must not be in the future.,error,iati,1,> 100M & <= 1B,2021,People in Need
pin,9.3.1,The default currency code is invalid.,error,financial,13,> 100M & <= 1B,2021,People in Need
pin,9.42.1,The organisation type is invalid.,error,participating,109,> 100M & <= 1B,2021,People in Need
pin,9.77.1,The OECD DAC category is invalid.,error,classifications,4,> 100M & <= 1B,2021,People in Need
pin,7.5.3,Budget Period must not be longer than one year.,error,financial,160,> 100M & <= 1B,2021,People in Need
pin,9.94.1,The currency code is invalid.,error,financial,39,> 100M & <= 1B,2021,People in Need
pin,9.9.1,The currency code is invalid.,error,financial,13,> 100M & <= 1B,2021,People in Need
plama,1.4.1,The provider-org activity identifier should not start or end with spaces or newlines.,warning,financial,1,<=1M,2019,Plataforma Moçambicana da Água (PLAMA)
plama,1.5.1,The receiver-org activity identifier should not start or end with spaces or newlines.,warning,financial,1,<=1M,2019,Plataforma Moçambicana da Água (PLAMA)
plama,8.8.1,"The baseline must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,1,<=1M,2019,Plataforma Moçambicana da Água (PLAMA)
plama,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,<=1M,2019,Plataforma Moçambicana da Água (PLAMA)
plama,8.9.1,"The target must have a value when indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,1,<=1M,2019,Plataforma Moçambicana da Água (PLAMA)
plama,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,1,<=1M,2019,Plataforma Moçambicana da Água (PLAMA)
plama,8.9.3,The target value should be omitted for qualitative measures.,warning,performance,2,<=1M,2019,Plataforma Moçambicana da Água (PLAMA)
plama,1.10.1,The provider organisation identifier should not start or end with spaces or newlines.,warning,financial,1,<=1M,2019,Plataforma Moçambicana da Água (PLAMA)
plan_ireland,0.6.1,"Version 1.03 of the IATI Standard is no longer supported. Supported versions: 2.01, 2.02, 2.03",critical,documents,2,No spend data for 2019-2021,,Plan Ireland Charitable Assistance Limited
plan_uk,11.1.5,The actual end date of the activity must not be in the future.,error,iati,2,> 10M & <= 100M,2021,Plan International UK
plan_uk,7.5.3,Budget Period must not be longer than one year.,error,financial,86,> 10M & <= 100M,2021,Plan International UK
plan_uk,8.6.3,The start of the period must be before the end of the period.,error,financial,1,> 10M & <= 100M,2021,Plan International UK
plan_uk,11.1.3,The actual start date of the activity must be before the actual end date.,error,iati,3,> 10M & <= 100M,2021,Plan International UK
plan_uk,9.23.1,The default finance type is invalid.,error,classifications,2,> 10M & <= 100M,2021,Plan International UK
plan_uk,9.24.1,The default flow type is invalid.,error,classifications,18,> 10M & <= 100M,2021,Plan International UK
plan_uk,9.25.1,The default tied aid status code is invalid.,error,classifications,54,> 10M & <= 100M,2021,Plan International UK
plan_uk,9.21.1,The default aid type is invalid.,error,classifications,3,> 10M & <= 100M,2021,Plan International UK
plan_usa,0.6.1,"Version 1.03 of the IATI Standard is no longer supported. Supported versions: 2.01, 2.02, 2.03",critical,documents,18,No spend data for 2019-2021,,Plan International USA
planinternationalfinland,2.1.4,"When a single sector is declared, the percentage must either be omitted, or set to 100.",error,classifications,2,No spend data for 2019-2021,,Plan International Finland
planinternationalfinland,7.5.3,Budget Period must not be longer than one year.,error,financial,12,No spend data for 2019-2021,,Plan International Finland
planinternationalfinland,0.3.1,"Element 'participating-org': The attribute 'role' is required but missing.
",critical,schema,25,No spend data for 2019-2021,,Plan International Finland
plannlno,1.15.1,The receiver-org identifier should not start or end with spaces or newlines.,warning,financial,11,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,1.3.1,The iati-identifier should not start or end with spaces or newlines.,warning,identifiers,3,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,1.7.1,The related activity identifier should not start or end with spaces or newlines.,warning,relations,11,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,1.8.1,The participating-org identifier should not start or end with spaces or newlines.,warning,participating,4,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,1.15.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,financial,75,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,11.1.5,The actual end date of the activity must not be in the future.,error,iati,12,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,2.1.1,"When multiple sectors, within a vocabulary (e.g. 1 - OECD DAC) are declared, each must have a percentage.",error,classifications,3,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,2.1.2,"Percentage values for sectors, within a vocabulary (e.g. 1 - OECD DAC), must add up to 100%.",error,classifications,2,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,2.1.4,"When a single sector is declared, the percentage must either be omitted, or set to 100.",error,classifications,2,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,3.1.1,"When multiple recipient countries are declared, each must have a percentage.",error,geo,5,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,3.1.2,"Percentage values for recipient countries, must add up to 100%.",error,geo,7,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,3.1.4,"When a single recipient country is declared, the percentage must either be omitted, or set to 100.",error,geo,1,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,3.7.2,Recipient country or recipient region should be declared for either the activity or for all transactions.,error,financial,13,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,4.4.1,The description must contain narrative content.,error,information,150,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,6.2.2,"Each activity must have a specified sector, either at activity level OR for all transactions.",error,classifications,2,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,6.7.2,"If sector is declared at transaction level, a sector must be declared for all transactions.",error,classifications,12,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,7.5.3,Budget Period must not be longer than one year.,error,financial,251,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,1.8.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,participating,9,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,8.6.3,The start of the period must be before the end of the period.,error,financial,2,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,9.74.1,The indicator reference code vocabulary is invalid.,error,performance,129,> 10M & <= 100M,2019,Plan International Netherlands
plannlno,8.6.1,The start date of the indicator period must be before the end date of the indicator period.,error,performance,1,> 10M & <= 100M,2019,Plan International Netherlands
plb,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,1,No spend data for 2019-2021,,PlanBørnefonden
pmc,11.1.5,The actual end date of the activity must not be in the future.,error,iati,1,No spend data for 2019-2021,,Population Media Center
pmo-us,2.1.1,"When multiple sectors, within a vocabulary (e.g. 1 - OECD DAC) are declared, each must have a percentage.",error,classifications,1,<=1M,2019,Promundo-US
pmo-us,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,2,<=1M,2019,Promundo-US
pmo-us,8.10.3,The actual value should be omitted for qualitative indicator measures.,warning,performance,14,<=1M,2019,Promundo-US
pmo-us,8.8.1,"The baseline must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,1,<=1M,2019,Promundo-US
pmo-us,6.14.1,"When using a policy marker code for vocabulary 1, it must include a significance.",error,classifications,3,<=1M,2019,Promundo-US
pmo-us,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,<=1M,2019,Promundo-US
pontis,0.3.1,"Element 'value': This element is not expected. Expected is ( transaction-date ).
",critical,schema,1,No spend data for 2019-2021,,Pontis Foundation
pontis,0.6.1,"Version 1.03 of the IATI Standard is no longer supported. Supported versions: 2.01, 2.02, 2.03",critical,documents,1,No spend data for 2019-2021,,Pontis Foundation
pontis,1.4.1,The provider-org activity identifier should not start or end with spaces or newlines.,warning,financial,1,No spend data for 2019-2021,,Pontis Foundation
pontis,2.1.1,"When multiple sectors, within a vocabulary (e.g. 1 - OECD DAC) are declared, each must have a percentage.",error,classifications,1,No spend data for 2019-2021,,Pontis Foundation
pontis,3.1.1,"When multiple recipient countries are declared, each must have a percentage.",error,geo,2,No spend data for 2019-2021,,Pontis Foundation
pontis,3.1.2,"Percentage values for recipient countries, must add up to 100%.",error,geo,2,No spend data for 2019-2021,,Pontis Foundation
pontis,6.6.2,Sectors must only be declared at activity level OR for all transactions.,error,classifications,1,No spend data for 2019-2021,,Pontis Foundation
pontis,7.5.3,Budget Period must not be longer than one year.,error,financial,11,No spend data for 2019-2021,,Pontis Foundation
pontis,1.5.1,The receiver-org activity identifier should not start or end with spaces or newlines.,warning,financial,1,No spend data for 2019-2021,,Pontis Foundation
populationcouncil,1.3.1,The iati-identifier should not start or end with spaces or newlines.,warning,identifiers,1,<=1M,2020,"The Population Council, Inc."
populationcouncil,1.4.1,The provider-org activity identifier should not start or end with spaces or newlines.,warning,financial,1,<=1M,2020,"The Population Council, Inc."
populationcouncil,1.5.1,The receiver-org activity identifier should not start or end with spaces or newlines.,warning,financial,1,<=1M,2020,"The Population Council, Inc."
populationcouncil,1.9.1,The participating-org activity identifier should not start or end with spaces or newlines.,warning,participating,1,<=1M,2020,"The Population Council, Inc."
populationcouncil,1.8.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,participating,1,<=1M,2020,"The Population Council, Inc."
posneg,6.14.1,"When using a policy marker code for vocabulary 1, it must include a significance.",error,classifications,1,No spend data for 2019-2021,,PositiveNegatives
power,0.6.1,"Version 1.03 of the IATI Standard is no longer supported. Supported versions: 2.01, 2.02, 2.03",critical,documents,2,No spend data for 2019-2021,,Power International
practica,6.14.1,"When using a policy marker code for vocabulary 1, it must include a significance.",error,classifications,6,No spend data for 2019-2021,,PRACTICA Foundation
pragya,7.5.3,Budget Period must not be longer than one year.,error,financial,4,No spend data for 2019-2021,,Pragya India
pragya,9.76.1,The OECD DAC sector is invalid.,error,classifications,1,No spend data for 2019-2021,,Pragya India
pragya,9.90.1,The OECD DAC sector is invalid.,error,financial,21,No spend data for 2019-2021,,Pragya India
pragya,6.6.2,Sectors must only be declared at activity level OR for all transactions.,error,classifications,1,No spend data for 2019-2021,,Pragya India
prefa_1,7.5.3,Budget Period must not be longer than one year.,error,financial,1,No spend data for 2019-2021,,Protecting Families Against HIV/AIDS
pri,0.3.1,"Element 'recipient-region': The attribute 'code' is required but missing.
",critical,schema,1,No spend data for 2019-2021,,Penal Reform International
pri,1.10.1,The provider organisation identifier should not start or end with spaces or newlines.,warning,financial,1,No spend data for 2019-2021,,Penal Reform International
pri,1.15.1,The receiver-org identifier should not start or end with spaces or newlines.,warning,financial,2,No spend data for 2019-2021,,Penal Reform International
pri,3.1.2,"Percentage values for recipient countries, must add up to 100%.",error,geo,2,No spend data for 2019-2021,,Penal Reform International
pri,4.4.1,The description must contain narrative content.,error,information,1,No spend data for 2019-2021,,Penal Reform International
pri,6.9.1,The provider organisation must have an organisation identifier or a narrative.,error,financial,12,No spend data for 2019-2021,,Penal Reform International
pri,3.1.1,"When multiple recipient countries are declared, each must have a percentage.",error,geo,2,No spend data for 2019-2021,,Penal Reform International
pri,7.5.3,Budget Period must not be longer than one year.,error,financial,4,No spend data for 2019-2021,,Penal Reform International
